order_id;customer_id;order_date;status;country_id
1506;343;25/05/2024;Cancelled;2
1507;113;13/04/2024;Cancelled;4
1508;143;03/08/2023;Cancelled;2
1509;331;08/09/2022;Cancelled;4
1510;151;27/09/2023;Completed;4
1511;462;03/08/2023;Pending;4
1512;493;10/05/2023;Cancelled;1
1513;320;11/05/2023;Completed;1
1514;23;17/09/2022;Pending;2
1515;430;03/05/2023;Completed;3
1516;111;23/05/2024;Completed;2
1517;136;26/09/2022;Cancelled;4
1518;137;11/09/2023;Completed;1
1519;386;17/02/2024;Completed;3
1520;95;11/04/2023;Completed;2
1521;487;26/12/2022;Cancelled;4
1522;322;23/08/2024;Pending;4
1523;271;03/07/2024;Completed;4
1524;346;07/01/2023;Completed;4
1525;96;28/01/2024;Cancelled;3
1526;466;07/07/2023;Completed;4
1527;1;04/11/2023;Cancelled;3
1528;500;18/06/2024;Cancelled;3
1529;194;25/04/2024;Cancelled;4
1530;87;26/05/2024;Pending;1
1531;69;19/11/2023;Cancelled;3
1532;164;01/01/2024;Cancelled;1
1533;229;27/12/2023;Completed;4
1534;280;16/02/2023;Cancelled;2
1535;347;19/02/2024;Pending;4
1536;382;02/07/2023;Pending;3
1537;137;04/07/2024;Pending;4
1538;345;20/04/2024;Cancelled;4
1539;82;23/01/2023;Completed;2
1540;95;10/04/2023;Cancelled;2
1541;376;29/03/2023;Completed;3
1542;219;06/04/2023;Cancelled;3
1543;94;07/05/2023;Pending;2
1544;363;07/11/2022;Completed;3
1545;482;31/12/2022;Pending;3
1546;154;23/07/2024;Cancelled;3
1547;172;24/02/2024;Cancelled;4
1548;141;04/12/2022;Pending;1
1549;300;09/03/2023;Pending;3
1550;168;15/10/2022;Cancelled;4
1551;44;08/05/2024;Completed;3
1552;399;25/08/2024;Cancelled;1
1553;129;15/06/2023;Cancelled;2
1554;253;11/04/2024;Pending;1
1555;278;03/10/2023;Pending;4
1556;430;28/04/2023;Pending;3
1557;169;07/09/2023;Completed;1
1558;351;06/04/2023;Cancelled;4
1559;269;19/02/2024;Cancelled;3
1560;425;28/11/2022;Completed;3
1561;438;04/11/2022;Completed;4
1562;346;30/05/2024;Cancelled;1
1563;65;05/07/2024;Cancelled;4
1564;12;28/11/2022;Pending;4
1565;196;24/07/2023;Cancelled;2
1566;32;20/08/2024;Completed;3
1567;30;30/07/2024;Pending;4
1568;141;19/04/2024;Cancelled;4
1569;141;15/03/2024;Cancelled;3
1570;234;04/05/2023;Pending;2
1571;300;09/02/2024;Completed;1
1572;419;11/04/2024;Cancelled;3
1573;100;05/11/2023;Pending;3
1574;2;04/07/2023;Completed;2
1575;52;07/12/2023;Cancelled;2
1576;226;02/02/2023;Completed;1
1577;182;29/08/2023;Completed;1
1578;43;10/11/2022;Pending;2
1579;227;28/12/2023;Cancelled;2
1580;61;23/09/2023;Completed;2
1581;166;13/12/2022;Cancelled;2
1582;211;26/09/2022;Completed;4
1583;209;15/04/2023;Pending;2
1584;22;01/02/2024;Cancelled;2
1585;465;14/09/2022;Completed;4
1586;201;08/01/2023;Cancelled;4
1587;56;08/06/2024;Cancelled;1
1588;437;10/11/2022;Cancelled;4
1589;62;31/07/2024;Cancelled;2
1590;105;08/10/2023;Completed;1
1591;57;10/12/2022;Completed;4
1592;13;11/02/2023;Pending;1
1593;128;05/11/2023;Pending;3
1594;449;27/10/2022;Completed;2
1595;25;05/07/2024;Cancelled;2
1596;27;22/08/2024;Cancelled;3
1597;242;05/09/2022;Completed;2
1598;57;24/08/2023;Cancelled;1
1599;438;02/12/2023;Completed;3
1600;472;03/01/2024;Pending;2
1601;26;09/07/2024;Pending;4
1602;2;13/04/2023;Pending;3
1603;348;19/12/2022;Cancelled;3
1604;99;01/10/2022;Cancelled;3
1605;432;06/06/2024;Pending;4
1606;329;03/01/2024;Pending;3
1607;328;03/10/2022;Completed;2
1608;483;18/12/2023;Completed;3
1609;277;11/01/2023;Cancelled;3
1610;319;17/04/2023;Completed;4
1611;489;29/08/2023;Cancelled;3
1612;285;08/11/2022;Cancelled;4
1613;297;20/04/2024;Cancelled;4
1614;349;15/06/2024;Pending;3
1615;337;07/02/2023;Completed;3
1616;280;23/12/2023;Pending;1
1617;13;18/02/2024;Cancelled;3
1618;40;09/10/2022;Cancelled;4
1619;101;28/02/2024;Cancelled;2
1620;51;30/03/2024;Completed;4
1621;489;18/09/2023;Completed;4
1622;281;20/10/2022;Completed;2
1623;447;05/12/2022;Cancelled;4
1624;209;14/10/2022;Cancelled;3
1625;102;03/03/2023;Cancelled;2
1626;136;24/07/2024;Pending;3
1627;343;14/07/2023;Cancelled;4
1628;216;10/01/2024;Pending;3
1629;365;06/05/2024;Pending;3
1630;274;30/12/2023;Pending;1
1631;273;24/08/2024;Cancelled;1
1632;248;20/07/2023;Completed;3
1633;76;05/02/2023;Pending;3
1634;87;11/05/2024;Completed;1
1635;464;28/05/2023;Pending;4
1636;408;18/10/2022;Cancelled;3
1637;498;23/02/2024;Cancelled;2
1638;31;03/02/2023;Pending;4
1639;227;11/11/2023;Cancelled;4
1640;482;12/05/2023;Completed;3
1641;208;24/02/2023;Completed;2
1642;388;05/02/2024;Completed;4
1643;355;16/01/2024;Cancelled;1
1644;7;26/10/2023;Completed;1
1645;28;15/01/2024;Completed;2
1646;83;26/01/2023;Completed;1
1647;268;12/11/2023;Pending;4
1648;67;01/01/2023;Pending;3
1649;117;07/12/2022;Cancelled;2
1650;289;31/07/2024;Completed;3
1651;265;05/05/2024;Cancelled;4
1652;497;28/04/2024;Cancelled;3
1653;265;24/07/2024;Pending;3
1654;264;20/10/2022;Completed;2
1655;374;20/02/2024;Cancelled;4
1656;255;15/03/2023;Cancelled;1
1657;431;23/07/2024;Pending;3
1658;422;23/10/2022;Cancelled;2
1659;403;01/04/2024;Cancelled;3
1660;202;09/10/2022;Pending;2
1661;148;29/12/2023;Cancelled;1
1662;185;23/03/2024;Cancelled;3
1663;115;17/12/2022;Pending;4
1664;281;06/01/2023;Pending;4
1665;465;01/10/2023;Pending;1
1666;188;13/01/2024;Pending;3
1667;203;28/05/2023;Completed;4
1668;29;28/04/2024;Pending;4
1669;192;07/04/2023;Completed;4
1670;342;04/09/2023;Cancelled;3
1671;315;14/04/2024;Cancelled;1
1672;101;04/05/2023;Pending;4
1673;1;11/03/2023;Completed;3
1674;368;13/04/2023;Completed;3
1675;104;30/03/2024;Completed;1
1676;382;17/06/2024;Pending;3
1677;143;08/08/2024;Completed;4
1678;358;21/04/2023;Cancelled;1
1679;60;18/11/2022;Completed;3
1680;47;04/10/2023;Cancelled;4
1681;208;22/02/2023;Pending;4
1682;429;23/04/2023;Cancelled;2
1683;24;09/04/2024;Pending;4
1684;421;29/08/2022;Completed;2
1685;321;09/09/2023;Cancelled;2
1686;255;27/06/2023;Completed;3
1687;412;26/06/2023;Completed;1
1688;121;07/03/2024;Pending;3
1689;437;08/02/2023;Completed;1
1690;479;11/04/2024;Cancelled;4
1691;249;16/10/2023;Completed;3
1692;296;16/11/2023;Pending;1
1693;359;22/06/2024;Completed;1
1694;252;15/03/2023;Cancelled;4
1695;376;06/05/2023;Cancelled;1
1696;262;21/07/2024;Completed;4
1697;354;26/12/2023;Completed;3
1698;296;22/07/2024;Pending;3
1699;421;04/09/2022;Completed;2
1700;457;09/04/2023;Completed;2
1701;416;19/12/2023;Completed;2
1702;245;21/02/2023;Pending;1
1703;384;28/06/2024;Completed;4
1704;176;18/08/2024;Cancelled;2
1705;54;15/01/2023;Completed;4
1706;213;03/08/2023;Pending;4
1707;411;06/09/2022;Pending;3
1708;103;20/09/2023;Cancelled;1
1709;489;20/05/2023;Completed;3
1710;405;29/10/2023;Pending;3
1711;227;09/01/2024;Completed;2
1712;50;26/06/2024;Completed;1
1713;396;03/12/2023;Cancelled;1
1714;94;13/02/2023;Pending;2
1715;446;18/04/2024;Cancelled;2
1716;447;12/09/2023;Pending;1
1717;355;24/04/2024;Cancelled;1
1718;456;15/01/2024;Pending;1
1719;154;26/07/2024;Completed;3
1720;381;18/02/2023;Completed;1
1721;99;21/01/2024;Pending;1
1722;333;06/11/2023;Cancelled;4
1723;146;26/10/2022;Cancelled;4
1724;149;23/09/2022;Pending;2
1725;376;17/09/2022;Completed;4
1726;145;13/09/2022;Completed;4
1727;184;30/01/2023;Completed;1
1728;55;15/08/2024;Pending;4
1729;289;04/05/2023;Completed;4
1730;2;15/07/2024;Pending;3
1731;348;19/06/2023;Pending;4
1732;370;28/11/2022;Cancelled;1
1733;447;16/07/2024;Completed;3
1734;250;30/07/2023;Pending;4
1735;201;24/04/2023;Completed;2
1736;166;31/05/2023;Cancelled;2
1737;419;22/08/2023;Completed;4
1738;203;24/12/2022;Pending;2
1739;191;14/03/2024;Cancelled;2
1740;64;28/10/2023;Cancelled;2
1741;260;10/09/2023;Pending;3
1742;405;09/10/2022;Cancelled;2
1743;374;04/12/2022;Pending;3
1744;475;07/09/2023;Completed;2
1745;177;23/05/2024;Completed;2
1746;57;04/09/2023;Pending;2
1747;33;09/05/2023;Pending;4
1748;117;15/02/2024;Completed;3
1749;252;08/03/2023;Cancelled;3
1750;389;22/01/2024;Cancelled;4
1751;131;12/10/2022;Pending;1
1752;115;04/06/2024;Pending;3
1753;215;27/07/2023;Cancelled;3
1754;205;04/08/2023;Cancelled;4
1755;168;16/03/2024;Cancelled;2
1756;163;08/08/2023;Completed;4
1757;90;23/12/2022;Pending;4
1758;152;03/11/2023;Cancelled;4
1759;377;22/06/2023;Cancelled;4
1760;85;29/10/2022;Completed;2
1761;74;13/03/2023;Completed;3
1762;212;13/10/2023;Completed;2
1763;150;11/10/2022;Cancelled;2
1764;92;02/07/2024;Completed;4
1765;178;21/05/2024;Cancelled;3
1766;313;08/08/2023;Cancelled;3
1767;220;31/01/2024;Completed;1
1768;83;14/08/2023;Cancelled;1
1769;249;21/06/2024;Completed;4
1770;353;18/08/2024;Pending;1
1771;345;12/12/2023;Completed;2
1772;194;02/07/2024;Pending;1
1773;170;28/02/2024;Cancelled;3
1774;149;23/12/2023;Completed;3
1775;41;23/09/2022;Pending;1
1776;452;01/07/2024;Cancelled;4
1777;430;13/05/2024;Completed;3
1778;407;29/05/2023;Pending;4
1779;174;09/01/2024;Cancelled;4
1780;83;17/02/2024;Cancelled;1
1781;361;15/07/2024;Completed;2
1782;358;28/11/2023;Pending;1
1783;317;03/04/2023;Completed;3
1784;90;18/08/2023;Cancelled;4
1785;375;09/03/2023;Cancelled;1
1786;351;07/12/2022;Pending;1
1787;385;16/12/2023;Pending;2
1788;137;24/11/2023;Pending;4
1789;370;21/04/2024;Pending;3
1790;461;02/10/2022;Cancelled;1
1791;331;01/11/2023;Cancelled;2
1792;405;18/05/2023;Completed;1
1793;259;26/07/2024;Cancelled;2
1794;343;28/04/2024;Completed;4
1795;84;10/02/2023;Cancelled;1
1796;482;16/02/2023;Completed;2
1797;95;01/09/2022;Pending;1
1798;183;23/07/2023;Pending;4
1799;123;25/09/2022;Pending;4
1800;451;26/12/2022;Pending;2
1801;313;10/12/2023;Completed;3
1802;354;04/03/2024;Cancelled;4
1803;36;29/05/2023;Completed;1
1804;202;02/09/2023;Pending;1
1805;79;22/12/2022;Cancelled;3
1806;301;23/06/2023;Completed;3
1807;220;23/07/2024;Cancelled;2
1808;217;12/01/2023;Pending;1
1809;494;16/08/2024;Completed;2
1810;307;01/02/2024;Pending;3
1811;96;02/04/2023;Pending;4
1812;123;05/04/2024;Pending;4
1813;11;01/12/2023;Pending;3
1814;251;14/10/2023;Pending;2
1815;476;31/10/2022;Cancelled;1
1816;371;18/05/2024;Pending;1
1817;138;11/04/2024;Pending;2
1818;56;19/09/2023;Cancelled;1
1819;415;21/08/2023;Pending;3
1820;156;06/02/2023;Pending;1
1821;197;14/08/2023;Completed;3
1822;357;19/12/2023;Pending;1
1823;179;19/09/2023;Cancelled;3
1824;270;19/05/2023;Pending;3
1825;15;08/06/2024;Completed;2
1826;16;15/08/2024;Pending;4
1827;125;20/07/2024;Cancelled;1
1828;54;21/02/2023;Pending;2
1829;244;10/02/2023;Pending;1
1830;90;20/01/2024;Cancelled;3
1831;107;31/01/2024;Cancelled;3
1832;209;01/05/2024;Completed;3
1833;151;10/05/2024;Cancelled;4
1834;438;02/11/2022;Cancelled;1
1835;120;06/04/2024;Pending;4
1836;221;11/07/2024;Cancelled;1
1837;20;08/06/2023;Pending;1
1838;178;27/08/2023;Completed;1
1839;462;25/02/2023;Pending;2
1840;93;20/06/2024;Cancelled;2
1841;474;15/03/2023;Cancelled;1
1842;3;23/09/2023;Cancelled;4
1843;239;17/10/2022;Pending;4
1844;449;12/08/2024;Pending;4
1845;82;17/05/2024;Pending;4
1846;167;03/03/2024;Completed;1
1847;72;15/10/2023;Completed;2
1848;354;15/04/2024;Completed;1
1849;176;10/04/2024;Completed;1
1850;322;08/05/2024;Pending;1
1851;148;10/12/2022;Completed;1
1852;278;29/02/2024;Pending;2
1853;73;09/03/2023;Cancelled;4
1854;453;20/04/2023;Pending;1
1855;343;27/09/2023;Cancelled;1
1856;420;19/01/2023;Cancelled;1
1857;304;08/01/2023;Cancelled;3
1858;127;15/01/2023;Pending;3
1859;44;19/04/2023;Pending;2
1860;229;01/01/2023;Pending;2
1861;92;11/07/2024;Pending;4
1862;172;17/08/2024;Pending;1
1863;415;10/05/2024;Pending;3
1864;85;05/11/2023;Pending;1
1865;372;28/05/2024;Cancelled;4
1866;156;23/08/2024;Pending;1
1867;465;29/06/2023;Pending;1
1868;218;21/11/2023;Completed;3
1869;226;16/11/2022;Pending;3
1870;248;08/02/2023;Cancelled;3
1871;118;02/03/2024;Pending;3
1872;46;21/04/2023;Pending;4
1873;465;12/03/2024;Cancelled;4
1874;346;04/09/2022;Completed;2
1875;497;22/05/2023;Cancelled;3
1876;144;11/06/2023;Cancelled;2
1877;8;28/11/2023;Cancelled;2
1878;154;06/06/2023;Completed;4
1879;282;10/02/2024;Cancelled;2
1880;478;09/09/2023;Cancelled;2
1881;107;09/10/2022;Cancelled;4
1882;410;07/01/2024;Completed;1
1883;335;01/01/2024;Pending;1
1884;214;28/12/2022;Completed;1
1885;319;12/10/2022;Pending;2
1886;108;20/01/2024;Completed;2
1887;395;28/11/2023;Completed;3
1888;154;21/08/2024;Pending;3
1889;42;12/02/2023;Completed;1
1890;279;23/12/2022;Completed;4
1891;174;04/09/2023;Cancelled;1
1892;488;13/02/2023;Completed;1
1893;141;19/03/2024;Completed;1
1894;254;14/02/2023;Cancelled;1
1895;424;24/03/2023;Completed;4
1896;289;02/01/2024;Completed;3
1897;381;13/10/2022;Completed;2
1898;298;13/07/2023;Pending;2
1899;367;10/08/2023;Pending;1
1900;356;31/07/2024;Cancelled;3
1901;254;02/12/2023;Completed;3
1902;15;06/06/2024;Cancelled;3
1903;472;22/10/2022;Completed;2
1904;362;07/04/2024;Cancelled;4
1905;497;25/02/2023;Completed;3
1906;294;29/06/2024;Completed;3
1907;331;24/04/2023;Pending;4
1908;388;28/12/2022;Completed;2
1909;205;26/01/2023;Completed;1
1910;319;03/09/2023;Cancelled;2
1911;202;19/03/2024;Cancelled;2
1912;152;01/09/2023;Pending;1
1913;8;06/01/2023;Pending;4
1914;115;14/05/2023;Cancelled;3
1915;390;21/06/2023;Pending;3
1916;314;24/05/2023;Cancelled;4
1917;205;06/12/2022;Cancelled;3
1918;62;12/07/2023;Cancelled;4
1919;149;27/07/2024;Completed;1
1920;242;12/10/2022;Pending;2
1921;372;24/02/2024;Pending;2
1922;118;14/03/2023;Pending;2
1923;383;17/07/2023;Pending;4
1924;26;10/01/2024;Completed;4
1925;482;16/01/2023;Cancelled;3
1926;59;10/03/2023;Pending;4
1927;494;07/06/2024;Cancelled;3
1928;461;04/04/2024;Cancelled;2
1929;290;21/06/2024;Cancelled;3
1930;201;13/11/2023;Cancelled;3
1931;334;24/04/2023;Pending;4
1932;75;22/06/2024;Completed;1
1933;126;08/11/2022;Cancelled;3
1934;102;13/12/2022;Pending;4
1935;103;12/11/2022;Completed;4
1936;70;23/02/2024;Completed;1
1937;153;14/04/2024;Pending;3
1938;446;29/08/2022;Pending;3
1939;109;14/09/2022;Pending;2
1940;477;08/04/2024;Pending;3
1941;257;09/02/2024;Pending;4
1942;167;17/03/2024;Completed;4
1943;284;04/07/2024;Pending;4
1944;242;18/10/2023;Completed;2
1945;338;29/02/2024;Cancelled;3
1946;443;19/02/2024;Cancelled;3
1947;336;27/04/2023;Completed;1
1948;229;24/12/2023;Completed;4
1949;419;28/12/2022;Cancelled;2
1950;185;25/11/2022;Pending;1
1951;311;28/11/2023;Pending;3
1952;272;25/05/2024;Cancelled;1
1953;140;20/02/2024;Completed;4
1954;492;07/12/2023;Pending;3
1955;202;14/01/2023;Cancelled;3
1956;216;14/12/2023;Completed;1
1957;123;03/11/2023;Cancelled;1
1958;177;03/04/2024;Completed;2
1959;238;19/04/2023;Pending;2
1960;136;02/07/2023;Pending;3
1961;483;09/02/2024;Cancelled;2
1962;126;03/04/2023;Cancelled;1
1963;301;04/03/2024;Cancelled;4
1964;125;10/11/2022;Completed;3
1965;376;23/12/2022;Completed;2
1966;72;16/08/2023;Cancelled;4
1967;396;29/04/2023;Completed;4
1968;171;23/11/2023;Cancelled;3
1969;483;06/05/2024;Completed;3
1970;103;13/08/2023;Pending;4
1971;272;06/12/2022;Pending;4
1972;307;09/08/2024;Pending;4
1973;217;13/09/2023;Cancelled;4
1974;326;06/08/2024;Completed;1
1975;211;11/05/2024;Completed;4
1976;466;13/05/2024;Pending;2
1977;39;23/07/2023;Pending;1
1978;205;08/01/2023;Cancelled;4
1979;351;16/08/2024;Cancelled;1
1980;230;28/09/2023;Cancelled;4
1981;109;06/05/2023;Cancelled;4
1982;82;17/12/2023;Pending;1
1983;45;31/05/2023;Cancelled;2
1984;12;09/06/2024;Cancelled;1
1985;238;27/11/2023;Cancelled;2
1986;357;01/08/2024;Completed;2
1987;195;27/01/2024;Cancelled;2
1988;393;24/08/2023;Cancelled;4
1989;18;06/06/2024;Cancelled;1
1990;79;23/06/2024;Cancelled;3
1991;244;26/03/2024;Pending;2
1992;257;19/09/2023;Completed;4
1993;180;02/09/2022;Pending;2
1994;90;30/08/2023;Cancelled;1
1995;28;08/11/2023;Cancelled;1
1996;13;29/01/2023;Completed;2
1997;282;03/08/2024;Pending;2
1998;99;29/06/2023;Pending;1
1999;469;26/07/2023;Completed;3
2000;394;13/09/2023;Cancelled;4
2001;396;22/04/2023;Cancelled;3
2002;198;01/01/2023;Pending;1
2003;272;06/08/2024;Pending;4
2004;260;19/11/2022;Cancelled;4
2005;342;20/08/2023;Completed;2
2006;174;11/09/2022;Completed;4
2007;243;31/10/2022;Completed;3
2008;330;25/02/2024;Completed;3
2009;192;09/01/2023;Pending;2
2010;197;10/03/2023;Cancelled;2
2011;132;05/02/2023;Completed;2
2012;7;21/09/2022;Cancelled;4
2013;117;11/12/2023;Cancelled;1
2014;57;25/02/2023;Pending;4
2015;453;30/08/2022;Pending;4
2016;231;29/03/2023;Cancelled;3
2017;389;14/08/2023;Cancelled;2
2018;217;15/05/2024;Completed;2
2019;31;02/06/2023;Pending;2
2020;433;15/10/2023;Cancelled;4
2021;296;13/07/2024;Cancelled;1
2022;249;08/09/2022;Pending;1
2023;34;22/02/2023;Pending;2
2024;327;29/03/2024;Pending;1
2025;456;01/10/2022;Cancelled;1
2026;109;21/09/2023;Completed;1
2027;141;28/02/2023;Pending;3
2028;77;23/04/2024;Completed;2
2029;376;25/02/2024;Pending;1
2030;108;29/01/2024;Pending;3
2031;412;01/08/2023;Pending;4
2032;360;03/03/2024;Cancelled;1
2033;236;18/10/2023;Cancelled;3
2034;422;05/03/2024;Pending;2
2035;56;20/08/2024;Completed;1
2036;111;29/06/2023;Cancelled;2
2037;161;06/10/2022;Cancelled;2
2038;258;07/04/2024;Pending;1
2039;244;17/05/2024;Cancelled;1
2040;257;03/09/2023;Pending;1
2041;16;12/04/2023;Completed;2
2042;54;14/01/2024;Pending;1
2043;380;23/07/2024;Completed;4
2044;200;05/01/2023;Completed;4
2045;224;15/12/2023;Completed;1
2046;236;06/01/2024;Cancelled;3
2047;172;24/08/2024;Cancelled;2
2048;470;08/12/2023;Cancelled;2
2049;218;15/07/2024;Completed;3
2050;143;04/10/2023;Pending;1
2051;86;12/10/2022;Pending;4
2052;300;03/08/2023;Completed;1
2053;329;30/12/2022;Pending;1
2054;490;26/02/2023;Completed;4
2055;260;06/06/2023;Completed;4
2056;148;02/05/2024;Cancelled;3
2057;108;24/02/2023;Cancelled;3
2058;426;19/06/2024;Cancelled;4
2059;487;18/10/2023;Cancelled;3
2060;237;15/03/2024;Cancelled;3
2061;487;08/07/2023;Cancelled;1
2062;236;03/04/2024;Cancelled;4
2063;194;19/07/2023;Completed;2
2064;305;13/02/2024;Completed;3
2065;248;20/09/2022;Completed;1
2066;294;13/03/2023;Cancelled;4
2067;405;04/06/2024;Cancelled;4
2068;454;25/10/2023;Completed;3
2069;225;20/01/2024;Cancelled;1
2070;300;26/04/2024;Completed;1
2071;194;29/04/2023;Completed;3
2072;153;20/08/2023;Pending;2
2073;166;23/05/2023;Cancelled;2
2074;144;13/06/2023;Pending;1
2075;53;05/04/2023;Completed;2
2076;295;05/01/2024;Cancelled;1
2077;120;15/04/2023;Completed;4
2078;493;01/06/2024;Cancelled;2
2079;161;27/10/2022;Cancelled;3
2080;131;07/05/2023;Cancelled;1
2081;242;16/02/2024;Cancelled;1
2082;239;31/10/2023;Cancelled;1
2083;264;31/03/2023;Pending;4
2084;472;28/08/2023;Cancelled;1
2085;98;01/04/2023;Completed;4
2086;362;30/07/2024;Pending;3
2087;35;09/05/2023;Pending;1
2088;329;13/05/2023;Cancelled;4
2089;241;03/07/2023;Pending;4
2090;462;23/08/2023;Completed;3
2091;402;13/08/2023;Pending;2
2092;143;27/04/2024;Completed;4
2093;191;10/07/2024;Cancelled;4
2094;147;15/08/2024;Cancelled;2
2095;129;25/03/2024;Completed;4
2096;273;07/11/2022;Cancelled;3
2097;457;23/12/2023;Completed;1
2098;1;26/04/2024;Completed;4
2099;332;31/03/2023;Completed;2
2100;2;09/01/2024;Pending;3
2101;2;14/07/2023;Pending;3
2102;200;03/06/2024;Completed;3
2103;394;06/06/2023;Cancelled;4
2104;17;10/09/2022;Pending;1
2105;257;30/06/2024;Pending;1
2106;77;26/09/2022;Pending;1
2107;499;10/09/2022;Cancelled;3
2108;454;06/09/2022;Cancelled;1
2109;478;05/09/2023;Pending;1
2110;301;01/01/2024;Cancelled;4
2111;4;04/12/2023;Cancelled;3
2112;50;15/04/2023;Cancelled;1
2113;432;17/10/2022;Cancelled;2
2114;191;26/12/2023;Pending;4
2115;400;03/05/2023;Cancelled;2
2116;25;23/03/2024;Completed;4
2117;347;29/12/2022;Pending;2
2118;444;10/02/2024;Cancelled;3
2119;173;27/02/2023;Cancelled;1
2120;469;04/06/2024;Pending;1
2121;316;16/01/2024;Completed;1
2122;226;28/09/2023;Pending;1
2123;315;11/12/2022;Completed;1
2124;153;02/04/2023;Cancelled;1
2125;233;01/04/2024;Pending;2
2126;329;14/08/2023;Cancelled;1
2127;453;09/10/2023;Pending;1
2128;155;14/02/2024;Completed;1
2129;414;03/09/2022;Pending;2
2130;354;31/12/2023;Cancelled;3
2131;335;04/08/2024;Cancelled;2
2132;334;27/08/2023;Cancelled;2
2133;161;07/11/2023;Cancelled;4
2134;183;23/01/2023;Completed;3
2135;351;09/10/2022;Cancelled;2
2136;153;27/06/2023;Completed;3
2137;357;24/11/2023;Completed;1
2138;107;24/02/2024;Pending;2
2139;279;11/01/2024;Pending;4
2140;373;17/06/2024;Completed;4
2141;393;03/06/2023;Cancelled;3
2142;134;13/03/2024;Pending;2
2143;453;04/05/2023;Cancelled;3
2144;431;06/12/2022;Cancelled;1
2145;24;30/09/2022;Completed;2
2146;237;18/02/2024;Completed;1
2147;340;31/05/2023;Pending;4
2148;494;18/09/2022;Cancelled;1
2149;489;28/05/2023;Completed;4
2150;330;03/01/2024;Completed;4
2151;428;08/05/2023;Completed;3
2152;432;26/04/2023;Cancelled;2
2153;60;24/12/2023;Pending;4
2154;361;16/03/2023;Completed;1
2155;41;28/02/2024;Cancelled;3
2156;175;20/08/2023;Cancelled;2
2157;107;14/08/2023;Cancelled;3
2158;340;15/01/2023;Cancelled;4
2159;145;31/12/2023;Pending;4
2160;454;22/09/2023;Pending;1
2161;286;25/01/2023;Cancelled;4
2162;493;21/08/2023;Cancelled;1
2163;148;15/03/2024;Pending;2
2164;25;03/10/2023;Cancelled;2
2165;409;26/12/2022;Pending;2
2166;92;11/05/2023;Pending;3
2167;230;26/03/2024;Cancelled;4
2168;367;16/09/2023;Completed;1
2169;192;31/03/2024;Completed;2
2170;299;23/04/2023;Pending;1
2171;445;01/06/2023;Completed;3
2172;256;08/08/2024;Cancelled;1
2173;340;02/08/2023;Pending;3
2174;367;07/05/2024;Cancelled;1
2175;207;02/01/2023;Completed;1
2176;144;08/11/2022;Pending;2
2177;98;31/05/2024;Pending;2
2178;134;01/10/2022;Completed;2
2179;279;09/07/2024;Pending;2
2180;336;19/01/2024;Completed;1
2181;399;03/12/2022;Completed;2
2182;359;19/06/2024;Completed;3
2183;223;20/06/2023;Pending;3
2184;474;01/09/2023;Cancelled;2
2185;316;23/09/2023;Completed;2
2186;20;20/10/2023;Cancelled;2
2187;341;25/11/2022;Pending;3
2188;263;14/07/2024;Completed;4
2189;104;05/01/2024;Completed;1
2190;240;28/01/2024;Cancelled;2
2191;301;02/07/2023;Completed;1
2192;31;03/09/2022;Completed;2
2193;439;08/05/2024;Cancelled;4
2194;222;20/05/2023;Pending;3
2195;404;06/10/2022;Pending;1
2196;150;01/04/2024;Pending;2
2197;119;02/08/2024;Cancelled;2
2198;257;23/11/2023;Cancelled;1
2199;398;18/10/2022;Completed;1
2200;71;04/01/2024;Pending;2
2201;356;04/12/2022;Cancelled;4
2202;489;16/02/2023;Pending;2
2203;212;11/01/2023;Cancelled;3
2204;288;24/10/2023;Completed;4
2205;92;13/01/2024;Completed;3
2206;262;19/12/2022;Cancelled;1
2207;192;12/07/2023;Cancelled;4
2208;155;10/06/2023;Cancelled;2
2209;209;01/02/2023;Pending;2
2210;420;31/01/2023;Pending;3
2211;80;21/01/2024;Cancelled;3
2212;199;01/04/2024;Cancelled;3
2213;88;22/08/2024;Pending;2
2214;274;17/02/2024;Completed;4
2215;336;19/05/2023;Pending;1
2216;314;02/01/2024;Completed;2
2217;188;07/02/2023;Completed;2
2218;436;06/07/2023;Completed;3
2219;373;20/04/2024;Cancelled;1
2220;47;17/01/2023;Pending;4
2221;273;06/03/2024;Pending;2
2222;335;19/04/2024;Completed;4
2223;227;02/09/2023;Completed;4
2224;486;28/08/2023;Completed;4
2225;465;21/05/2024;Pending;4
2226;46;03/02/2024;Cancelled;3
2227;481;16/02/2023;Cancelled;4
2228;203;12/08/2024;Completed;1
2229;408;08/01/2024;Cancelled;2
2230;67;16/07/2024;Pending;2
2231;196;01/03/2024;Pending;2
2232;447;18/12/2023;Pending;1
2233;315;07/07/2023;Cancelled;4
2234;339;10/11/2023;Cancelled;3
2235;221;21/06/2024;Pending;1
2236;103;13/06/2024;Completed;1
2237;437;03/04/2024;Pending;1
2238;247;03/01/2024;Completed;2
2239;418;30/09/2023;Completed;4
2240;148;18/07/2023;Cancelled;2
2241;471;30/04/2024;Cancelled;4
2242;243;02/02/2024;Completed;2
2243;68;04/12/2023;Cancelled;3
2244;163;03/10/2023;Completed;3
2245;500;17/07/2024;Pending;1
2246;106;27/06/2024;Pending;2
2247;454;07/12/2023;Completed;3
2248;412;09/03/2023;Cancelled;4
2249;438;03/11/2022;Cancelled;2
2250;343;24/06/2023;Cancelled;1
